name,tag1,synonym,tag2
Paisuotsa,loc,,
Aru,loc,,
Kuusiku,loc,,
Plaado,loc,,
Kuuse,loc,,
Kurestiku-Uuetoa,loc,,
Tõnisjüri,loc,,
Niineoja,loc,,
Pilgoveske,loc,,
Kuusiku,loc,,
Aru,loc,,
Metsa,loc,,
Pesti,loc,,
Loo,loc,,
Veskimäe,loc,,
Rätsepa,loc,,
Mustriku,loc,,
Anne,loc,,
Suur-Mustriku,loc,,
Väike-Mustriku,loc,,
Tuule,loc,,
Kaarmäe,loc,,
Veski,loc,,
Vahtra,loc,,
Hiie,loc,,
Pudru 4,loc,,
Kolgakurika,loc,,
Alliku,loc,,
Kurika-Andrese,loc,,
Väike-Tölba,loc,,
Kiisa-Peetri,loc,,
Alt-Tobra,loc,,
Undi-Karjamõisa,loc,,
Alka,loc,,
Orunõlva,loc,,
Milli-Kulli,loc,,
Kõrge,loc,,
Rõõsa,loc,,
Jaagu,loc,,
Sooba,loc,,
Vahtramäe,loc,,
Väljaotsa,loc,,
Põldmäe,loc,,
Rehe,loc,,
Õunapuu,loc,,
Väljaotsa,loc,,
Vahe,loc,,
Andrese,loc,,
Oru,loc,,
Kurika-Mäe,loc,,
Nõlvaku,loc,,
Ojalaane,loc,,
Ala-Nakatu,loc,,
Uneallika,loc,,
Soosaare,loc,,
Turba,loc,,
Pergo-Põllu,loc,,
Ruti,loc,,
Palvela,loc,,
Kuldvere,loc,,
Pulsti,loc,,
Sidejaoskonna,loc,,
Männituka,loc,,
Toomela,loc,,
Sillaotsa,loc,,
Kõrve,loc,,
Raudoja kõrtsitalu,loc,,
Atsi,loc,,
Uus-Telliskivi,loc,,
Kaasiku,loc,,
Pesa,loc,,
Kauri,loc,,
Rehe,loc,,
Kadakaheki,loc,,
Vallimäe,loc,,
Keiso,loc,,
Hõbekuuse,loc,,
Pitkiniidi,loc,,
Kase,loc,,
Kirdepilpa,loc,,
Ala-Tammemäe,loc,,
Sanglepa,loc,,
Tiidu,loc,,
Lõunapilpa,loc,,
Kiika,loc,,
Ojakalda,loc,,
Araka,loc,,
Kati,loc,,
Vahemetsa,loc,,
Ivaski,loc,,
Piimatööstuse,loc,,
Kiku,loc,,
Lautalu,loc,,
Õnnemetsa,loc,,
Uus-Esku,loc,,
Saaremetsa,loc,,
Kadrilauri,loc,,
Ronga,loc,,
Ubari,loc,,
Vana-Arunda,loc,,
Tiku,loc,,
Kadaka,loc,,
Urma,loc,,
Rõunaku,loc,,
Oti,loc,,
Heinassaare,loc,,
Teeääre,loc,,
Pajukese,loc,,
Pargi,loc,,
Mustassaare,loc,,
Kaie,loc,,
Väikesoo,loc,,
Räni,loc,,
Kingu,loc,,
Niidihansu,loc,,
Karli-Otsa-Liiva,loc,,
Kirja,loc,,
Pärdimatsu,loc,,
Põldemäe,loc,,
Männi,loc,,
Tiilika-Veski,loc,,
Lehise,loc,,
Majaka,loc,,
Metsavahi,loc,,
Suurekõrve-Jaani,loc,,
Põllu,loc,,
Möldri,loc,,
Perteli,loc,,
Värava,loc,,
Liivaluite,loc,,
Puukooli,loc,,
Mäe,loc,,
Karu,loc,,
Rangu,loc,,
Heinnurme,loc,,
Männi,loc,,
Mustika,loc,,
Liivaku,loc,,
Uuetoa,loc,,
Põllu,loc,,
Niidiotsa,loc,,
Lahe,loc,,
Lille,loc,,
Lepiku,loc,,
Kivimäe,loc,,
Mäehansu,loc,,
Tamme,loc,,
Andruse,loc,,
Rita,loc,,
Uue-Rooba,loc,,
Reinukese,loc,,
Roobaoru,loc,,
Partsi,loc,,
Halliku,loc,,
Tamme,loc,,
Saare,loc,,
Saare,loc,,
Jahitare,loc,,
Oru,loc,,
Ala-Orava,loc,,
Treieri,loc,,
Protsini,loc,,
Porimäe,loc,,
Õuna,loc,,
Kullamäe,loc,,
Alakalda,loc,,
Talurahvamuuseumi,loc,,
Savikoja,loc,,
Perametsa,loc,,
Kaha,loc,,
Tuule,loc,,
Tamme,loc,,
Kasesalu,loc,,
Vahemetsa,loc,,
Marise,loc,,
Tsirgu,loc,,
Raua,loc,,
Kingu,loc,,
Soeoru,loc,,
Pärna,loc,,
Vahtra,loc,,
Anu,loc,,
Liivaaugu,loc,,
Kivioru,loc,,
Aksli,loc,,
Mäe-Juusa,loc,,
Vilga,loc,,
Valgemõisa,loc,,
Soku-Tiigi,loc,,
Vana-Miku,loc,,
Roobi,loc,,
Meelise,loc,,
Jakobi,loc,,
Valla koolimaja,loc,,
Jaagu-Peetri,loc,,
Savisoo,loc,,
Tiina,loc,,
Sirje,loc,,
Metsamõisa,loc,,
Heidi,loc,,
Aia,loc,,
Suti,loc,,
Suti,loc,,
Sarapuu,loc,,
Õie,loc,,
Liina,loc,,
Laasi,loc,,
Peetri,loc,,
Simo-Jürna,loc,,
Väljaviita,loc,,
Kreisi,loc,,
Leemendi,loc,,
Kalda,loc,,
Mäevälja,loc,,
Väljavite,loc,,
Ingri,loc,,
Simmuna,loc,,
Vahtra,loc,,
Talve,loc,,
Peetri-Juhani,loc,,
Paeselja,loc,,
Trite,loc,,
Miku,loc,,
Lepa,loc,,
Lepa,loc,,
Männiku,loc,,
Suurjahu,loc,,
Metsaoru,loc,,
Kiige,loc,,
Randula,loc,,
Karl-Elmari,loc,,
Uuekopli,loc,,
Peetri,loc,,
Lohu,loc,,
Matsi,loc,,
Kudu,loc,,
Rulli,loc,,
Lepiku,loc,,
Metsniku,loc,,
Soobiku,loc,,
Tanivariku,loc,,
Madi,loc,,
Rehila,loc,,
Kullamäe,loc,,
Saariku,loc,,
Suki,loc,,
Piiri,loc,,
Ruudi-Jaani,loc,,
Tiidumaa,loc,,
Ojakalda,loc,,
Kadariku,loc,,
Saksi,loc,,
Teadosaare,loc,,
Orapere,loc,,
Neljamäe,loc,,
Miko,loc,,
Vesiroosi,loc,,
Kase,loc,,
Reinu,loc,,
Viraku,loc,,
Kollo,loc,,
Väikese-Varola,loc,,
Ojasuu,loc,,
Toromäe,loc,,
Väike-Härma,loc,,
Tiitsujaani,loc,,
Tasa,loc,,
Mäekünka,loc,,
Porgi,loc,,
Pilliroo,loc,,
Kuusiku,loc,,
Mäe,loc,,
Läänemetsa,loc,,
Nurme,loc,,
Väike-Roosu,loc,,
Kuristiku,loc,,
Sipelga,loc,,
Loigu,loc,,
Uuelehtmetsa,loc,,
Miiliste,loc,,
Nakrisoo,loc,,
Laari,loc,,
Oja,loc,,
Mäemetsa,loc,,
Jürmanni,loc,,
Vahtramäe,loc,,
Otto-Peetri,loc,,
Koolimäe,loc,,
Orava,loc,,
Uuepiiri,loc,,
Põlde,loc,,
Suuresti,loc,,
Uuekünka,loc,,
Pae,loc,,
Uuetoa,loc,,
Kuusiku,loc,,
Uuejuustu,loc,,
Keskküla,loc,,
Männiku,loc,,
Tammelaane,loc,,
Nuka,loc,,
Vabuli,loc,,
Aasa,loc,,
Mei,loc,,
Piiri,loc,,
Vado,loc,,
Mooritsa,loc,,
Kohhi,loc,,
Vahimäe,loc,,
Väike-Laane,loc,,
Muraka,loc,,
Väike-Suki,loc,,
Laaneoja,loc,,
Kasemetsa,loc,,
Kraavi,loc,,
Vana-Mato,loc,,
Laane,loc,,
Viiluka,loc,,
Müürissepa,loc,,
Tuulevälja,loc,,
Märjamaa,loc,,
Kuumani,loc,,
Allika,loc,,
Emmi,loc,,
Küüni,loc,,
Sireli,loc,,
Mägiste,loc,,
Vana-Kuuse,loc,,
Raistiko,loc,,
Tiku,loc,,
Silla,loc,,
Kraavi,loc,,
Siili,loc,,
Palu,loc,,
Lemmitu,loc,,
Raja,loc,,
Kruusamäe,loc,,
Välja,loc,,
Annikooli,loc,,
Lille,loc,,
Mäe,loc,,
Kadaja,loc,,
Vanatare,loc,,
Raba,loc,,
Mäeveere,loc,,
Saare,loc,,
Riidu,loc,,
Aaviku,loc,,
Ranna,loc,,
Merikotka,loc,,
Lembitu,loc,,
Niidi,loc,,
Jaani,loc,,
Liiva,loc,,
Kaasiku-Riidu,loc,,
Lubja,loc,,
Võrgu,loc,,
Vaarika,loc,,
Reimani,loc,,
Marise,loc,,
Kadariku,loc,,
Praakli-Reediku,loc,,
Joosti,loc,,
Toome,loc,,
Kaasiku-Jakobi,loc,,
Oja,loc,,
Raavi,loc,,
Reinu,loc,,
Agama,loc,,
Kadaka,loc,,
Lepajõe,loc,,
Salme,loc,,
Uue-Tuura,loc,,
Oro,loc,,
Juta,loc,,
Lussu,loc,,
Kuresoo,loc,,
Aruse,loc,,
Tuule,loc,,
Sinilille,loc,,
Aida,loc,,
Kaasiku,loc,,
Tammeaia,loc,,
Avano,loc,,
Pärdi-Madise,loc,,
Asula,loc,,
Uuelu,loc,,
Värava,loc,,
Paju,loc,,
Nõmme-Kulli,loc,,
Loigu,loc,,
Kaju,loc,,
Enda,loc,,
Kadariku,loc,,
Ristna,loc,,
Leemeti-Aida,loc,,
Leemeti-Maidu,loc,,
Pikanõmme,loc,,
Kotka,loc,,
Jõe,loc,,
Onni,loc,,
Metsavahi,loc,,
Mäe,loc,,
Viita,loc,,
Ivardi,loc,,
Tohvri,loc,,
Uuetalu,loc,,
Kirsi,loc,,
Patsi,loc,,
Kraavi,loc,,
Aadu,loc,,
Rehe,loc,,
Runni,loc,,
Laane,loc,,
Pärdi-Jürna,loc,,
Jaani-Saadu,loc,,
Majaka,loc,,
Tehve,loc,,
Sopi,loc,,
Teeääre,loc,,
Ülase,loc,,
Kõue,loc,,
Allika,loc,,
Mihkli,loc,,
Pihla,loc,,
Palukivi,loc,,
Männiku,loc,,
Vareseaugu,loc,,
Lauri,loc,,
Liivatalu,loc,,
Müüri,loc,,
Kalda,loc,,
Pärtli,loc,,
Jaaniste,loc,,
Luigu,loc,,
Kase,loc,,
Triinu,loc,,
Energia,loc,,
Tihase,loc,,
Saare,loc,,
Kruusa,loc,,
Suve,loc,,
Melli,loc,,
Parika,loc,,
Roosimäe,loc,,
Jalaka,loc,,
Käbi,loc,,
Ankru,loc,,
Valdo,loc,,
Liivakalda,loc,,
Valge,loc,,
Vihma,loc,,
Vilve,loc,,
Viki,loc,,
Viivu,loc,,
Visu,loc,,
Neitsisaare,loc,,
Kebja,loc,,
Kubja-Miku,loc,,
Kopli,loc,,
Sepa,loc,,
Vetka-Möldre,loc,,
Uus-Tuulimäe,loc,,
Kadaka,loc,,
Lõuamäe,loc,,
Käo,loc,,
Kaljuvee,loc,,
Piiri,loc,,
Klaokse,loc,,
Jõeääre,loc,,
Sopi,loc,,
Vesiloigu,loc,,
Soo-Otsa,loc,,
Arukausi,loc,,
Ööbiku,loc,,
Linda,loc,,
Hurda,loc,,
Vähetõnise,loc,,
Kiisalu,loc,,
Soosaare töökoda,loc,,
Vanaõue,loc,,
Rahu,loc,,
Sõrmuse,loc,,
Päevanurme,loc,,
Karusilma,loc,,
Ala-Halliku,loc,,
Püü,loc,,
Mikolai,loc,,
Linnase,loc,,
Reivi,loc,,
Punni,loc,,
Lootuse,loc,,
Vitsiku,loc,,
Tigassoni,loc,,
Ees-Tserna,loc,,
Külamaja,loc,,
Kranihi,loc,,
Ala-Kalde,loc,,
Pärna,loc,,
Nygårds,loc,,
Ristiku,loc,,
Mudaaugu,loc,,
Pärmi,loc,,
Metsanurga,loc,,
Kiviku,loc,,
Teemeistri,loc,,
Vanaoja,loc,,
Sireli,loc,,
Kooli,loc,,
Hõbekuuse,loc,,
Vana-Ojametsa,loc,,
Haudaotsa,loc,,
Mäeotsa,loc,,
Taga-Lahnova,loc,,
Sütitare,loc,,
Pestu,loc,,
Tohkre-Tanila,loc,,
Külamaja,loc,,
Kaljula,loc,,
Kase,loc,,
Ahti,loc,,
Vana-Kase,loc,,
Sule,loc,,
Kasesalu,loc,,
Kadakamäe,loc,,
Pihla,loc,,
Vana-Juhani,loc,,
Jaanimäe,loc,,
Mõisatalu,loc,,
Uue-Soo,loc,,
Vana-Vainu,loc,,
Kaasiku,loc,,
Viseli,loc,,
Tammetõru,loc,,
Rohu,loc,,
Sepa-Mihkli,loc,,
Mäe-Tundu,loc,,
Kastani,loc,,
Allika,loc,,
Priidu,loc,,
Mäepealse,loc,,
Vesiveski,loc,,
Matu,loc,,
Rakvere-Uuetoa,loc,,
Savimäe,loc,,
Väljavahi,loc,,
Maibla,loc,,
Nurmenuku,loc,,
Sõstra,loc,,
Talli,loc,,
Toome,loc,,
Kaasiku,loc,,
Paula,loc,,
Tähnisaare,loc,,
Kureallika,loc,,
Väike-Kungla,loc,,
Vanatoa,loc,,
Tammiku,loc,,
Tiido-Alt,loc,,
Söögitare,loc,,
Künka,loc,,
Sinilinnu,loc,,
Pesamuna,loc,,
Tornimäe,loc,,
Villoõue,loc,,
Orumaja,loc,,
Nurga,loc,,
Otsa,loc,,
Ööbiku,loc,,
Kivisaare,loc,,
Otsara-Mihkli,loc,,
Kõrtsi,loc,,
Rätsepa-Uuetoa,loc,,
Liiva,loc,,
Nurme,loc,,
Niidi,loc,,
Tõnise,loc,,
Lülle,loc,,
Topu,loc,,
Nõmme,loc,,
Põlluääre,loc,,
Kirikumetsa,loc,,
Joosti,loc,,
Lõpi,loc,,
Aru-Kaarli,loc,,
Saadu,loc,,
Aru-Kõrtsi,loc,,
Lauri,loc,,
Nurga,loc,,
Madikse,loc,,
Liivamäe,loc,,
Aiaotsa,loc,,
Merepõllu,loc,,
Tammeka,loc,,
Kopli,loc,,
Paadiaia,loc,,
Ees-Kopli,loc,,
Tooma,loc,,
Viki,loc,,
Liivaroosi,loc,,
Eduri,loc,,
Paberi,loc,,
Liivaku,loc,,
Tümamäe,loc,,
Rahksaare,loc,,
Kuruääre,loc,,
Pühati,loc,,
Järve,loc,,
Kuutmani,loc,,
Viinapruuli,loc,,
Hektori,loc,,
Maasikmäe,loc,,
Tähe,loc,,
Miili,loc,,
Tobru,loc,,
Varese,loc,,
Norgani,loc,,
Tirbi,loc,,
Hiiemäe,loc,,
Tänavaotsa,loc,,
Vastse-Hino,loc,,
Jänesekesva,loc,,
Kurvi,loc,,
Ojaveere,loc,,
Tammiku,loc,,
Palmimäe,loc,,
Uustla,loc,,
Angerja,loc,,
Väikekäo,loc,,
Puna-Ärikoha,loc,,
Soka,loc,,
Kingu,loc,,
Poolgase,loc,,
Mäe,loc,,
Käiso,loc,,
Aidu,loc,,
Tammi,loc,,
Kutsari,loc,,
Mihkel Tika,loc,,
Jänesesaadu,loc,,
Kopli,loc,,
Kirbla,loc,,
Kaidiaia,loc,,
Hendrikhansu,loc,,
Saviaru,loc,,
Teearu,loc,,
Laatsi,loc,,
Purgi,loc,,
Lehe,loc,,
Ruusa,loc,,
Kusta,loc,,
Eha,loc,,
Laane,loc,,
Oru,loc,,
Poe,loc,,
Koopamäe,loc,,
Riidu-Talu,loc,,
Metsakopli,loc,,
Suurematu,loc,,
Ansu,loc,,
Põllu,loc,,
Pitsi,loc,,
Metsaääre,loc,,
Marti,loc,,
Niidi,loc,,
Saare,loc,,
Joosti,loc,,
Raisa,loc,,
Mihkli,loc,,
Põlluotsa,loc,,
Kuristiku,loc,,
Kase,loc,,
Kadaka,loc,,
Kalde,loc,,
Siila-Jakobi,loc,,
Freiburgi,loc,,
Uue-Sõbra,loc,,
Osaniidi mets,loc,,
Lehtmetsa,loc,,
Sanna,loc,,
Pendi,loc,,
Pärna,loc,,
Juhani,loc,,
Malle,loc,,
Koplimetsa,loc,,
Nurga,loc,,
Kase,loc,,
Koidu,loc,,
Kurbapere,loc,,
Liigi,loc,,
Metsaoja,loc,,
Kitsa-Laasi,loc,,
Veski,loc,,
Veskiranna,loc,,
Madise,loc,,
Kaheaakri,loc,,
Mihkli,loc,,
Risti,loc,,
Liivamäe,loc,,
Tagametsa,loc,,
Saare,loc,,
Uuetoa,loc,,
Tamme,loc,,
Haavisto,loc,,
Villaku,loc,,
Liivamänni,loc,,
Jaugamõisa,loc,,
Kängsepa,loc,,
Kiltre,loc,,
Kasetamme,loc,,
Kasesalu,loc,,
Loode-Mäe,loc,,
Allika,loc,,
Vastse-Meose,loc,,
Pärsimäe,loc,,
Maasikmäe,loc,,
Raguli,loc,,
Uue-Arsti,loc,,
Väike-Serendi,loc,,
Selli,loc,,
Arsti,loc,,
Palu,loc,,
Lanna,loc,,
Kotka,loc,,
Hommiku-Hangu,loc,,
Edela-Mäe,loc,,
Väike-Kollino,loc,,
Kannimäe,loc,,
Raudma,loc,,
Ridala,loc,,
Halliste,loc,,
Mäekalda,loc,,
Lõksi,loc,,
Keldremäe,loc,,
Nurme,loc,,
Mällo,loc,,
Karu,loc,,
Maasika,loc,,
Tooma,loc,,
Vahtra,loc,,
Veski,loc,,
Lepparu,loc,,
Metsanurga,loc,,
Naftabaasi,loc,,
Juhani,loc,,
Jõepõllu,loc,,
Pärnaoja,loc,,
Aasametsa,loc,,
Veskimäe,loc,,
Uustalu,loc,,
Nairi,loc,,
Kaasikumaja,loc,,
Kirnu,loc,,
Graniidi,loc,,
Kämpingu,loc,,
Nurme,loc,,
Uuetoa,loc,,
Järve,loc,,
Kuusiku,loc,,
Kungla puhkekeskus,loc,,
Pargi,loc,,
Ahula rahvamaja,loc,,
Pargiääre,loc,,
Vapramäe loodusmaja,loc,,
Lagevälja,loc,,
Sauna,loc,,
Sootamme,loc,,
Väike-Karupea,loc,,
Suuregolfi,loc,,
Hoidla,loc,,
Tambergi,loc,,
Sirelituka,loc,,
Metsatuka,loc,,
Rannahoone,loc,,
Teeääre,loc,,
Vaikla koolimaja,loc,,
Kalju,loc,,
Kopli,loc,,
Paju,loc,,
Sauna,loc,,
Tülitiigi,loc,,
Roosi,loc,,
Aasa,loc,,
Kone,loc,,
Kapteni,loc,,
Lembri,loc,,
Markisaare,loc,,
Tuliheina,loc,,
Rannametsa,loc,,
Metskonna,loc,,
Silmistu,loc,,
Lõndrelauri,loc,,
Nurmeotsa,loc,,
Katlasoo,loc,,
Ede-Harju,loc,,
Sooniste,loc,,
Kangromatsi,loc,,
Soo,loc,,
Kimmeli,loc,,
Mälgu,loc,,
Tiigi,loc,,
Pärtli,loc,,
Kingu,loc,,
Marana,loc,,
Nirgi,loc,,
Koorti,loc,,
Saksa,loc,,
Ala-Polda,loc,,
Hendriku,loc,,
Metsa-Tõntso,loc,,
Väike-Kuninga,loc,,
Kallaku,loc,,
Lossi,loc,,
Illi-Matu,loc,,
Otsa,loc,,
Männiku,loc,,
Vastse-Mosina,loc,,
Pedaja,loc,,
Tõumäe,loc,,
Oru,loc,,
Kiisa,loc,,
Vahtramäe,loc,,
Sireli,loc,,
Tiksi,loc,,
Laane,loc,,
Kolmetamme,loc,,
Junna,loc,,
Tagamäe,loc,,
Nõlva,loc,,
Männiku,loc,,
Keldo,loc,,
Koolimaja,loc,,
Metsanurga,loc,,
Ojasoo,loc,,
Künkasalu,loc,,
Tinaski,loc,,
Metsatuka,loc,,
Lohu,loc,,
Mäe,loc,,
Kuuse,loc,,
Teeveere,loc,,
Lagesoo,loc,,
Järsaku,loc,,
Pruuli,loc,,
Kikermani,loc,,
Leeskemäe,loc,,
Jaanuse,loc,,
Issaku,loc,,
Ala-Puustuse,loc,,
Tõrsa,loc,,
Joakiti,loc,,
Kõosaare,loc,,
Järvemäe,loc,,
Kasesoo,loc,,
Väike-Järve,loc,,
Mõlgamäe,loc,,
Ööbikuoru,loc,,
Lehtmäe,loc,,
Liivasaare,loc,,
Võso,loc,,
Hundimoka,loc,,
Ärni,loc,,
Uue-Tuudako,loc,,
Vallaste,loc,,
Kõrgemäe,loc,,
Roosimäe,loc,,
Võsa,loc,,
Piiri,loc,,
Rääba,loc,,
Antla,loc,,
Nukijakobi,loc,,
Vana-Pikapõllu,loc,,
Sõrvemetsa,loc,,
Metsa,loc,,
Tiigi,loc,,
Kivimäe,loc,,
Peebuse,loc,,
Vahtra,loc,,
Ristiku,loc,,
Lubja,loc,,
Annika,loc,,
Kontori,loc,,
Salme,loc,,
Kruuta,loc,,
Metsaveere,loc,,
Tankla,loc,,
Kensapa,loc,,
Siidisauna,loc,,
Tammiku,loc,,
Kadaka,loc,,
Sireli,loc,,
Silvia,loc,,
Paja,loc,,
Liistaku,loc,,
Nurme,loc,,
Mäe,loc,,
Võõrastemaja,loc,,
Kalda,loc,,
Kastani,loc,,
Mäe,loc,,
Aadu,loc,,
Peenra,loc,,
Saado,loc,,
Oti,loc,,
Uueelu,loc,,
Annuse,loc,,
Välja,loc,,
Paabu-Miku,loc,,
Ala-Kaveldi,loc,,
Oskari,loc,,
Trolla,loc,,
Tellise,loc,,
Sepa,loc,,
Mõisamäe,loc,,
Lukõ,loc,,
Väike-Orumõisa,loc,,
Kasula,loc,,
Kruusa,loc,,
Lillevõsu,loc,,
Mäe,loc,,
Harju,loc,,
Halliku,loc,,
Uue-Sanga,loc,,
Kahro,loc,,
Pihlapõllu,loc,,
Mälgandi,loc,,
Vanausse,loc,,
Aale,loc,,
Vangu,loc,,
Koirlaise,loc,,
Järvela,loc,,
Tuulepesa,loc,,
Sihveri,loc,,
Vanatoa,loc,,
Variku,loc,,
Tamsaare,loc,,
Nõva,loc,,
Laanemetsa,loc,,
Kuusiku,loc,,
Kure,loc,,
Ressi,loc,,
Sanga,loc,,
Riitsaare-Oru,loc,,
Nõmme,loc,,
Vainujõe,loc,,
Kuruti,loc,,
Andi,loc,,
Uuetoa,loc,,
Trei,loc,,
Kustase,loc,,
Ringi,loc,,
Haavasalu,loc,,
Pihku,loc,,
Tiiu,loc,,
Vainu,loc,,
Kaevandu,loc,,
Kooli,loc,,
Koopaaru,loc,,
Nugise,loc,,
Vähiveski,loc,,
Päeva,loc,,
Mäe,loc,,
Lubjamäe,loc,,
Neerumäe,loc,,
Tagamõisa,loc,,
Aru,loc,,
Nurga,loc,,
Mäeotsa,loc,,
Januse,loc,,
Uuetoa,loc,,
Moode,loc,,
Tooma-Jaani,loc,,
Tamme,loc,,
Nurme,loc,,
Lopi-Jaagupi,loc,,
Müürisepa,loc,,
Keldu,loc,,
Siimu,loc,,
Audumäe,loc,,
Metsmaa,loc,,
Partsi,loc,,
Tõnise,loc,,
Kalevi,loc,,
Kalda,loc,,
Sepa,loc,,
Uue-Räbi,loc,,
Kalda,loc,,
Tõnuri,loc,,
Kaubi,loc,,
Popi,loc,,
Huigepalu,loc,,
Eldorado,loc,,
Uuetoa,loc,,
Tölba,loc,,
Reinu,loc,,
Leo,loc,,
Ranna,loc,,
Solokõrtsi,loc,,
Salu,loc,,
Siimu,loc,,
Kõrgemäe,loc,,
Urma,loc,,
Vikiueda,loc,,
Agasilla,loc,,
Teispere,loc,,
Pajude,loc,,
Taksauna,loc,,
Eino,loc,,
Raudsepa,loc,,
Sipelga,loc,,
Rindali,loc,,
Kuldmaa,loc,,
Metsaääre,loc,,
Lõheotsa,loc,,
Pärna,loc,,
Luiskama,loc,,
Kooli,loc,,
Reinu-Jaani,loc,,
Kase,loc,,
Põldeotsa,loc,,
Paaliste,loc,,
Artsi,loc,,
Tammiku,loc,,
Vahtra,loc,,
Maarjakase,loc,,
Metsatiigi,loc,,
Sireli,loc,,
Salu,loc,,
Lepiku,loc,,
Ala-Ludsa,loc,,
Lille,loc,,
Sepa,loc,,
Avi,loc,,
Parveotsa,loc,,
Lipu,loc,,
Metsavahe,loc,,
Nurga,loc,,
Sääse,loc,,
Väike-Kuuri,loc,,
Rehepapi,loc,,
Korju,loc,,
Tankla,loc,,
Ohtlaoja,loc,,
Vahtra,loc,,
Uibotalu,loc,,
Tsungli,loc,,
Murrutalu,loc,,
Vanari,loc,,
Hansura,loc,,
Sepamardi,loc,,
Tiina,loc,,
Kasetohu,loc,,
Linnasmäe,loc,,
Rahvamaja,loc,,
Pärgi,loc,,
Viljapuuaia,loc,,
Viinameistri,loc,,
Kiltre,loc,,
Arumetsa,loc,,
Teedu,loc,,
Annikoru park,loc,,
Lauritse,loc,,
Tagapalo,loc,,
Tagavälja,loc,,
Veski,loc,,
Inno,loc,,
Vaino,loc,,
Toome,loc,,
Ülesoo,loc,,
Metsavahi,loc,,
Kuuse,loc,,
Väike-Illako,loc,,
Mummi,loc,,
Sireli,loc,,
Oskari,loc,,
Uue-Kasemäe,loc,,
Tamme,loc,,
Pähklimäe,loc,,
Kingu,loc,,
Magasima,loc,,
Laose,loc,,
Lättemäe,loc,,
Uus-Nigula,loc,,
Kuusalu spordikeskus,loc,,
Noortelaagri,loc,,
Kasemäe,loc,,
Külamaja,loc,,
Ala-Andsumäe,loc,,
Saekoja,loc,,
Isolde,loc,,
Kalakurve,loc,,
Seedri,loc,,
Hundi,loc,,
Kadapiku-Mardi,loc,,
Lõuka-Anni,loc,,
Prei,loc,,
Kruusimaa,loc,,
Kangru,loc,,
Krüdimäe,loc,,
Hingu tuulik,loc,,
Pargi,loc,,
Männiku,loc,,
Spordihoone,loc,,
Valkla mõis,loc,,
Uus-Laagri,loc,,
Vana-Sirge,loc,,
Lõuka,loc,,
Veide,loc,,
Torni,loc,,
Kasetuka,loc,,
Raja,loc,,
Merilo,loc,,
Regomaja,loc,,
Kopli,loc,,
Kaarli-Tuuleveski,loc,,
Hindreku,loc,,
Kullamäe,loc,,
Kiigatsi,loc,,
Palkvere,loc,,
Kaevandi,loc,,
Ojaniidu,loc,,
Pulli,loc,,
Raguni-Tamme,loc,,
Mikosaare,loc,,
Kalda,loc,,
Enela,loc,,
Antsu,loc,,
Kuusiku-Matsi,loc,,
Lapardi,loc,,
Kaalimäe,loc,,
Jugasaare,loc,,
Elevere-Juhani,loc,,
Ööri,loc,,
Viino,loc,,
Käspre,loc,,
Kaasiku,loc,,
Kastani,loc,,
Killu,loc,,
Saluääre,loc,,
Villuta,loc,,
Ojakäära,loc,,
Poolaka,loc,,
Raja,loc,,
Kõrtsi,loc,,
Kärneri,loc,,
Lilleoja,loc,,
Löövi,loc,,
Puhu,loc,,
Rehe,loc,,
Väljataguse,loc,,
Pühalepa kirik,loc,,
Ranso,loc,,
Tõnni,loc,,
Innikalda,loc,,
Pritsu,loc,,
Viisuti,loc,,
Sireli,loc,,
Mäekese,loc,,
Madise,loc,,
Mägiste,loc,,
Metsavahi,loc,,
Tamme,loc,,
Vana-Jüriturja,loc,,
Nuki,loc,,
Porvastu,loc,,
Värava,loc,,
Jaagu,loc,,
Männiku,loc,,
Lilbi,loc,,
Peebu-Kivi,loc,,
Värava,loc,,
Küüni,loc,,
Keldrimäe,loc,,
Põlde,loc,,
Mõisa,loc,,
Tuulingu,loc,,
Lilleoja,loc,,
Sihi,loc,,
Anna,loc,,
Rintsi,loc,,
Lossi,loc,,
Kivimäe,loc,,
Pihlaka,loc,,
Pae,loc,,
Niidi,loc,,
Tammemõisa,loc,,
Kangru,loc,,
Küüninurga,loc,,
Rulli,loc,,
Jaagupi,loc,,
Kännu,loc,,
Tohvri,loc,,
Saare,loc,,
Jakobi,loc,,
Sepa,loc,,
Peebo,loc,,
Eriku,loc,,
Väike-Aidako,loc,,
Meieri,loc,,
Kõrtsi,loc,,
Abi,loc,,
Ainojaani,loc,,
Tootsi,loc,,
Viskaja,loc,,
Karjametsa,loc,,
Kaku,loc,,
Nurme,loc,,
Kõrgeperve,loc,,
Tuulemäe,loc,,
Veski,loc,,
Varblase,loc,,
Tinni,loc,,
Kruusaaugu,loc,,
Taisto,loc,,
Tuule,loc,,
Tõnni,loc,,
Pärnamäe,loc,,
Lombi,loc,,
Kallisoo,loc,,
Simuna,loc,,
Kangru,loc,,
Lombi,loc,,
Taavitse,loc,,
Oru,loc,,
Koidu,loc,,
Kareta,loc,,
Lillemäe,loc,,
Järve,loc,,
Loigu,loc,,
Pihlaka,loc,,
Kubja-Hansu,loc,,
Nurme,loc,,
Muksu,loc,,
Raika,loc,,
Otsa,loc,,
Hindreku,loc,,
Reino,loc,,
Laiatooma,loc,,
Kunni,loc,,
