name,tag1,synonym,tag2
Plaani--Kõomäe tee,loc,,
Plaani--Piipsemäe tee,loc,,
Plaksi tee,loc,,
Plaksi--Vaskna tee,loc,,
Pressi--Leoski tee,loc,,
Präksa--Kärsna tee,loc,,
Pundi tee,loc,,
Pundi--Vungi tee,loc,,
Purka tee,loc,,
Purka--Haavistu tee,loc,,
Põdramäe tee,loc,,
Raagi tee,loc,,
Rabasoo tee,loc,,
Resto tee,loc,,
Ristimäe--Hoovi tee,loc,,
Ristu tee,loc,,
Robimäe tee,loc,,
Ruusamäe tee,loc,,
Ruusmäe ringtee,loc,,
Ruusmäe--Märdimiku tee,loc,,
Ruusmäe--Vungi tee,loc,,
Muuseumi tee,loc,,
Mõisa tee,loc,,
Mäearu tee,loc,,
Mäehansu tee,loc,,
Mäeotsa tee,loc,,
Männi tänav,loc,,
Männiku tee,loc,,
Möldri tee,loc,,
Nurme tee,loc,,
Oti tee,loc,,
Otsajaani tee,loc,,
Paistema tee,loc,,
Paju tee,loc,,
Pargi tee,loc,,
Pargi tänav,loc,,
Pereniidu tee,loc,,
Pihelgamäe tee,loc,,
Pihlamäe tee,loc,,
Piiri tänav,loc,,
Prassi tee,loc,,
Priguldi tee,loc,,
Puhastusseadme tee,loc,,
Põldotsa tee,loc,,
Põlesma tee,loc,,
Põllu tänav,loc,,
Põllu tee,loc,,
Raba tänav,loc,,
Rehe tee,loc,,
Riitso tee,loc,,
Räsla tee,loc,,
Rätsepa tee,loc,,
Saare tee,loc,,
Sarapiku tee,loc,,
Sarika tee,loc,,
Saueaugu tee,loc,,
Silla tee,loc,,
Staadioni tänav,loc,,
Toome tänav,loc,,
Toome põik,loc,,
Tuletõrje tänav,loc,,
Turu tänav,loc,,
Tööstuse tänav,loc,,
Uus tänav,loc,,
Välja tänav,loc,,
Ääre tänav,loc,,
Ööbiku tänav,loc,,
Tuletõrje põik,loc,,
Rahvamaja põik,loc,,
Nurme põik,loc,,
Rohu tänav,loc,,
Heina tänav,loc,,
Jõerahu tänav,loc,,
Vahtriku tee,loc,,
Pärna tänav,loc,,
Karja tänav,loc,,
Võidu tänav,loc,,
Rahu tänav,loc,,
Vee tänav,loc,,
Mehaanika tänav,loc,,
Raba tänav,loc,,
Mäe tänav,loc,,
Ülejõe tänav,loc,,
Aiandi tänav,loc,,
Tuhala otsetee,loc,,
Sommeri ring,loc,,
Ridaküla tee,loc,,
Prügimäe tee,loc,,
Kuivajõe vahetee,loc,,
Krossiraja tee,loc,,
Palvere kolmnurk,loc,,
Raveliku külatee,loc,,
Auna tee,loc,,
Metsa tänav,loc,,
Kaasiku tänav,loc,,
Spordiväljaku tänav,loc,,
Aasa tänav,loc,,
Pärna tänav,loc,,
Jõe tänav,loc,,
Põllu tänav,loc,,
Põllu põik,loc,,
Ujula tänav,loc,,
Hariduse tänav,loc,,
Vahtra tänav,loc,,
Kodu tänav,loc,,
Kalmistu tänav,loc,,
Pargi tänav,loc,,
Alu tänav,loc,,
Allika tänav,loc,,
Kalda tänav,loc,,
Nurme tänav,loc,,
Toominga tänav,loc,,
Kopli tänav,loc,,
Sireli tänav,loc,,
Tedre tänav,loc,,
Sinilille tänav,loc,,
Soone tänav,loc,,
Peetri tänav,loc,,
Alu põik,loc,,
Jõe põik,loc,,
Toominga tänav,loc,,
Sauna tänav,loc,,
Tiigi tänav,loc,,
Kase tänav,loc,,
Välja tänav,loc,,
Jõe tänav,loc,,
Kalda tänav,loc,,
Kaevu tänav,loc,,
Põllu tänav,loc,,
Aia tänav,loc,,
Metsa tänav,loc,,
Kesk tänav,loc,,
Pargi tänav,loc,,
Allika tänav,loc,,
Pihlaka tänav,loc,,
Tööstuse tänav,loc,,
Kosejõe tänav,loc,,
Lümanda--Varpe tee,loc,,
Varpe--Pälli tee,loc,,
Männiku--Paderiku tee,loc,,
Kabeli--Leedri tee,loc,,
Liiva--Kuusnõmme tee,loc,,
Kuusnõmme--Mõisa tee,loc,,
Sooaluse tee,loc,,
Porsiku tee,loc,,
Pouli tee,loc,,
Soomäe tee,loc,,
Rätsepa tee,loc,,
Tooma tee,loc,,
Vanapere tee,loc,,
Vaariku tee,loc,,
Hendriku tee,loc,,
Kõrgemäe tee,loc,,
Uisu tee,loc,,
Kadaka tee,loc,,
Abaja tee,loc,,
Kapliko tee,loc,,
Oja tee,loc,,
Kruusi tee,loc,,
Annuse tee,loc,,
Maasika tee,loc,,
Kongru tee,loc,,
Ristikivi tee,loc,,
Aru-Pihelga tee,loc,,
Lennuraja tee,loc,,
Lennu tee,loc,,
Rähe tee,loc,,
Rähealuse tee,loc,,
Lennuvälja tee,loc,,
Karja tee,loc,,
Küngu tee,loc,,
Hallika tee,loc,,
Kõrtsi tee,loc,,
Selja tee,loc,,
Jüri tee,loc,,
Vahtramäe tee,loc,,
Vahtra tee,loc,,
Suurekivi tee,loc,,
Õuemaa tee,loc,,
Madara tee,loc,,
Tooma tee,loc,,
Raja tee,loc,,
Paiso tee,loc,,
Takkajüri tee,loc,,
Vanapere tee,loc,,
Kalda tee,loc,,
Urva tee,loc,,
Anu tee,loc,,
Uustalu tee,loc,,
Heina tee,loc,,
Metsa-Jüri tee,loc,,
Allika tee,loc,,
Lageda tee,loc,,
Tuisu tee,loc,,
Aadu tee,loc,,
Allika tee,loc,,
Kruusaaugu tee,loc,,
Arudevahe tee,loc,,
Uudismaa tee,loc,,
Lihulepa tee,loc,,
Metsavahi tee,loc,,
Metsa tee,loc,,
Pendu tee,loc,,
Kaera tee,loc,,
Abruvälja tee,loc,,
Kuitsa tee,loc,,
Karjääri tee,loc,,
Ainuvälja tee,loc,,
Aru tee,loc,,
Kaasiku tee,loc,,
Truubi tee,loc,,
Turbaaugu tee,loc,,
Lepe tee,loc,,
Nurme tee,loc,,
Kruusiaugu tee,loc,,
Poldri tee,loc,,
Järve tee,loc,,
Välja tee,loc,,
Suurekivi tee,loc,,
Mõisa tee,loc,,
Pärdi tee,loc,,
Metsavahi tee,loc,,
Allika tee,loc,,
Nootsimäe tee,loc,,
Liiva tee,loc,,
Laasu tee,loc,,
Vahtramäe tee,loc,,
Taskama tee,loc,,
Kaarli tee,loc,,
Jaani tee,loc,,
Siimeri tee,loc,,
Raudtee tee,loc,,
Põlluvälja tee,loc,,
Liiprikuuri tee,loc,,
Ruhnu tee,loc,,
Masinakeskuse tee,loc,,
Maavahe tee,loc,,
Pikste tee,loc,,
Lasteaia tee,loc,,
Sooniste--Leevre ring,loc,,
Männiku mõisa tee,loc,,
Uudiku--Mihkli tee,loc,,
Maidla ring,loc,,
Maidla--Kivimäe tee,loc,,
Laukna--Sopaaugu tee,loc,,
Tänavaotsa tee,loc,,
Iganõmme tee,loc,,
Sipa--Kütke tee,loc,,
Kaevandi--Paka tee,loc,,
Kostivere tee,loc,,
Luiste tee,loc,,
Vinguta--Meeritsa tee,loc,,
Vilta--Mõraste tee,loc,,
Urevere--Liiva tee,loc,,
Hanso tee,loc,,
Urevere--Tolli tee,loc,,
Teenuse--Altküla tee,loc,,
Teenuse--Kaarlikose tee,loc,,
Haavasalu tee,loc,,
Ketu tee,loc,,
Tolli mõisa tee,loc,,
Mõraste--Mätiku tee,loc,,
Raudteetammi tee,loc,,
Lehtmetsa tee,loc,,
Vaimõisa mõisa tee,loc,,
Kuuse tee,loc,,
Sutingu tee,loc,,
Metsanurga põik,loc,,
Vanakooli tee,loc,,
Pärna põik,loc,,
Lasteaia tee,loc,,
Staadioni tänav,loc,,
Pastoraadi tee,loc,,
Autobussijaama tee,loc,,
Lehe--Marja tänav,loc,,
Lehe--Otti tänav,loc,,
Liiva põik,loc,,
Aasa tänav,loc,,
Aia tänav,loc,,
Eha tänav,loc,,
Jaama tänav,loc,,
Kadaka tänav,loc,,
Kalmistu tee,loc,,
Kannikese tänav,loc,,
Kase tänav,loc,,
Kastani tänav,loc,,
Kesa tänav,loc,,
Kevade tänav,loc,,
Koidu tänav,loc,,
Kullerkupu tänav,loc,,
Kure tänav,loc,,
Kuuse tänav,loc,,
Kuusiku tänav,loc,,
Laane tänav,loc,,
Lauluväljaku tänav,loc,,
Lemmiku tänav,loc,,
Liiva tänav,loc,,
Lohu tänav,loc,,
Loigu tänav,loc,,
Loo tänav,loc,,
Männi tänav,loc,,
Männiku tänav,loc,,
Meierei tänav,loc,,
Metsa tänav,loc,,
Metsanurga tänav,loc,,
Mulla tänav,loc,,
Muru tänav,loc,,
Niidu tänav,loc,,
Nõmme tänav,loc,,
Nurme tänav,loc,,
Nurmenuku tänav,loc,,
Oru tänav,loc,,
Oti tee,loc,,
Pae tänav,loc,,
Paemurru tänav,loc,,
Pargi tänav,loc,,
Pihlaka tänav,loc,,
Pikk tänav,loc,,
Põllu tänav,loc,,
Miku tee,loc,,
Nõmme põik,loc,,
Oissaare tee,loc,,
Oja tee,loc,,
Otsa tee,loc,,
Otsakandi tee,loc,,
Pae tee,loc,,
Pargi tänav,loc,,
Pikk tänav,loc,,
Punnissaare tee,loc,,
Põldsaare tee,loc,,
Põllu tänav,loc,,
Pärdi tee,loc,,
Pütmiku tee,loc,,
Pütmiku põik,loc,,
Raismiku tee,loc,,
Rätsepa tee,loc,,
Saare tee,loc,,
Saekaatri tee,loc,,
Saunasaare tee,loc,,
Sepa tee,loc,,
Sepasauna tee,loc,,
Sinika tee,loc,,
Soppi tee,loc,,
Taikse põik,loc,,
Teppo tee,loc,,
Tindi tee,loc,,
Tooma tee,loc,,
Treve tee,loc,,
Tänavotsa tee,loc,,
Türi tee,loc,,
Undiaugu tee,loc,,
Ussimäe tee,loc,,
Uue-Konnasoo tee,loc,,
Vahemetsa tee,loc,,
Vana-Konnasoo tee,loc,,
Variksaare tee,loc,,
Viiraniidu tee,loc,,
Väike tänav,loc,,
Väikepae tee,loc,,
Väikesaare tee,loc,,
Äiamaa tee,loc,,
Üleraba tee,loc,,
Erika tee,loc,,
Farmi tee,loc,,
Jorsi tee,loc,,
Kasemõisa tee,loc,,
Kikka tee,loc,,
Longi tee,loc,,
Mängli tee,loc,,
Männa tee,loc,,
Pändi tee,loc,,
Rehemaa tee,loc,,
Veneküla tee,loc,,
Viirpuu tänav,loc,,
Kuslapuu tänav,loc,,
Kaasiku tänav,loc,,
Silmapiiri tänav,loc,,
Haaviku tee,loc,,
Karikakra tänav,loc,,
Aasa tänav,loc,,
Kellukese tänav,loc,,
Vahtra tänav,loc,,
Luha tänav,loc,,
Metsaääre tänav,loc,,
Männi tänav,loc,,
Männimetsa tänav,loc,,
Kasejõe tänav,loc,,
Aia tänav,loc,,
Aida tee,loc,,
Allikmaa tee,loc,,
Altjüri tee,loc,,
Arna tee,loc,,
Arpi tee,loc,,
Avejõe tee,loc,,
Avimäe tee,loc,,
Eha tänav,loc,,
Eistre tee,loc,,
Ekamäe tee,loc,,
Haapsalu maantee,loc,,
Hallimäe tee,loc,,
Hüppemäe tee,loc,,
Peedu--Karala tee,loc,,
Karala--Silma tee,loc,,
Pilguse--Himmiste tee,loc,,
Sake--Koimla tee,loc,,
Meelu tee,loc,,
Koki--Põlluotsa tee,loc,,
Taritu--Kotlandi tee,loc,,
Kotlandi--Tõnuma tee,loc,,
Härjamaa tee,loc,,
Kilgi--Rüüsa tee,loc,,
Atla--Eeriksaare tee,loc,,
Kärdu tee,loc,,
Koki--Sutru tee,loc,,
Suurissoo tee,loc,,
Lõukapõllu tee,loc,,
Pärna tänav,loc,,
Aia tänav,loc,,
Põllu tänav,loc,,
Nurme tee,loc,,
Alevi tänav,loc,,
Kalda tänav,loc,,
Jaama tee,loc,,
Tuuliku tänav,loc,,
Tiigi tänav,loc,,
Pargi tänav,loc,,
Nõmme--Udrese tee,loc,,
Austla--Elda tee,loc,,
Atla--Kiirassaare tee,loc,,
Nakimetsa tee,loc,,
Salu tee,loc,,
Iganessoo tee,loc,,
Pilguse tee,loc,,
Lagenõmme tee,loc,,
Muharanna tee,loc,,
Pihlaranna tee,loc,,
Kooviranna tee,loc,,
Kipiranna tee,loc,,
Jõgela--Pussa tee,loc,,
Nonni tee,loc,,
Silma--Panga tee,loc,,
Karala--Tagarahu tee,loc,,
Tuhlisaia tee,loc,,
Majakaaluse tee,loc,,
Peedu--Roopasadama tee,loc,,
Juurinina tee,loc,,
Kalda tee,loc,,
Atlaranna tee,loc,,
Urverahu tee,loc,,
Kusti tee,loc,,
Suurispuu tee,loc,,
Lasteaia tee,loc,,
Suureannu tee,loc,,
Audaku tee,loc,,
Maila tee,loc,,
Kaerassoo tee,loc,,
Kaare tänav,loc,,
Kaarli tänav,loc,,
Kadaka tänav,loc,,
Kalmistu tee,loc,,
Kauba tänav,loc,,
Kiriku tee,loc,,
Koolitee tänav,loc,,
Kuivastu maantee,loc,,
Kuumi tee,loc,,
Köstri tänav,loc,,
Linnuse tee,loc,,
Loopsu tänav,loc,,
Männi tänav,loc,,
Mäeveere tänav,loc,,
Pihlaka tänav,loc,,
Pihlamäe tänav,loc,,
Posti tänav,loc,,
Pärna tänav,loc,,
Raja tänav,loc,,
Roosi tänav,loc,,
Teemeistri tänav,loc,,
Tehase tänav,loc,,
Tooma tänav,loc,,
Toominga tänav,loc,,
Töökoja tänav,loc,,
Vahe tänav,loc,,
Varju tänav,loc,,
Lööne--Jööri tee,loc,,
Tamme--Lööne tee,loc,,
Kõnnu--Lööne tee,loc,,
Rahu tee,loc,,
Soosaare tee,loc,,
Järve tee,loc,,
Ranna tee,loc,,
Karjamaa tee,loc,,
Lepiku tee,loc,,
Lepiku tee,loc,,
Kangru tee,loc,,
Koora tee,loc,,
Hundisaare tee,loc,,
Nooremetsa tee,loc,,
Suurekivi tee,loc,,
Võru tee,loc,,
Õunaaia tee,loc,,
Pihelga tee,loc,,
Rõunama tee,loc,,
Uuetoa tee,loc,,
Antsuküla tee,loc,,
Esivere tee,loc,,
Kadaka tee,loc,,
Küti tee,loc,,
Õle tee,loc,,
Ämbra tee,loc,,
Valila tee,loc,,
Sandisaare tee,loc,,
Kibuküla tee,loc,,
Metsaserva tee,loc,,
Parkali tee,loc,,
Peedi tee,loc,,
Soosaare tee,loc,,
Nurmenuku tee,loc,,
Soomuse tee,loc,,
Vilismäe tee,loc,,
Sihi tee,loc,,
Pähu tee,loc,,
Põhja tee,loc,,
Nurme tee,loc,,
Uudismaa tee,loc,,
Looduse tee,loc,,
Mälestusmärgi tee,loc,,
Lasteaia tee,loc,,
Seminari tee,loc,,
Pargi tee,loc,,
Liblikamäe tee,loc,,
Heina tee,loc,,
Tuubli tee,loc,,
Oleski tee,loc,,
Kruusiaugu tee,loc,,
Külma tee,loc,,
Raadio tänav,loc,,
Raua tänav,loc,,
Rangu tänav,loc,,
Ristiku tänav,loc,,
Rohu tänav,loc,,
Saare tänav,loc,,
Sauna tänav,loc,,
Sireli tänav,loc,,
Sihi tänav,loc,,
Tamme tee,loc,,
Tehase tänav,loc,,
Tehnika tänav,loc,,
Toome tänav,loc,,
Toominga tänav,loc,,
Tööstuse tänav,loc,,
Uuemõisa tänav,loc,,
Uus tänav,loc,,
Vahtra tänav,loc,,
Vaigu tänav,loc,,
Välja tänav,loc,,
Veetorni tänav,loc,,
Veski tänav,loc,,
Õie tänav,loc,,
Ülase tänav,loc,,
Turu tänav,loc,,
Võimla tänav,loc,,
Raua põik,loc,,
Märjamaa--Orgita kõnnitee,loc,,
Tööstuse tänav,loc,,
Alttoa tee,loc,,
Sepa-Hansu tee,loc,,
Sinilille tänav,loc,,
Kruusa tänav,loc,,
Remmelga tänav,loc,,
Ujula tee,loc,,
Aia tee,loc,,
Männiku tänav,loc,,
Hertu--Pae tee,loc,,
Luhavälja tee,loc,,
Rämasoo--Paluküla tee,loc,,
Kumma--Saksaküla tee,loc,,
Rituküla--Nurmeküla tee,loc,,
Luhavälja--Pae tee,loc,,
Lalli--Lelle tee,loc,,
Siiraku tee,loc,,
Kokuta--Kalbu tee,loc,,
Metsaääre tee,loc,,
Laeste tee,loc,,
Kehtnapere tee,loc,,
Kasahstani tee,loc,,
Vainu--Tarsi tee,loc,,
Vesiveski tee,loc,,
Kirevere tee,loc,,
Kinaru tee,loc,,
Sepapaja--Põllumõisa tee,loc,,
Aleti--Järvakandi tee,loc,,
Allika tee,loc,,
Niimaru tee,loc,,
Haakla--Selja tee,loc,,
Kaasiku tee,loc,,
Ärkmani--Puuoru tee,loc,,
Kitsemurru tee,loc,,
Saarepõllu tee,loc,,
Mõõla tee,loc,,
Ingliste pargitee,loc,,
Nadalama tee,loc,,
Koogimäe tee,loc,,
Kokuta--Kullaugu tee,loc,,
Lelle--Kastna tee,loc,,
Kastna tee,loc,,
Saare tänav,loc,,
Riiumaa tee,loc,,
Koidu tänav,loc,,
Roheline tänav,loc,,
Vahapuu tee,loc,,
Pargi tänav,loc,,
Saare tänav,loc,,
Kooli tänav,loc,,
Oja tänav,loc,,
Põllu põik,loc,,
Metsa tänav,loc,,
Paemurru tänav,loc,,
Sauna tänav,loc,,
Suurekivi tee,loc,,
Taibeli tee,loc,,
Tammaru tee,loc,,
Tamme tee,loc,,
Tammiku tee,loc,,
Teedevahe tee,loc,,
Tehase tee,loc,,
Teisetoa tee,loc,,
Telliskivi tee,loc,,
Tiigiotsa tee,loc,,
Tooma tee,loc,,
Tooma tänav,loc,,
Trilli tee,loc,,
Tuulsalu tee,loc,,
Tõkke tee,loc,,
Töökoja tee,loc,,
Uue-Hansu tee,loc,,
Uuepõllu tee,loc,,
Uus tänav,loc,,
Uustalu tee,loc,,
Vaari tee,loc,,
Valgeristi tee,loc,,
Vanasauna tee,loc,,
Võntküla tee,loc,,
Õpesepa tee,loc,,
Aiandi tee,loc,,
Aima tee,loc,,
Eerika tee,loc,,
Enniste tee,loc,,
Haava tee,loc,,
Kapri tee,loc,,
Kelja tee,loc,,
Keskpõlde tee,loc,,
Kullapa tee,loc,,
Käriniidu tee,loc,,
Lauda tee,loc,,
Luhaääre tee,loc,,
Maja tee,loc,,
Matsu tee,loc,,
Neo tee,loc,,
Neti tee,loc,,
Pikassilla tee,loc,,
Rootsiküla tee,loc,,
Sepa tee,loc,,
Siritsema tee,loc,,
Tamme tee,loc,,
Tiinamäe tee,loc,,
Tornialuse tee,loc,,
Trahtli tee,loc,,
Vaino tee,loc,,
Aado tee,loc,,
Abi tee,loc,,
Ala-Hinnu tee,loc,,
Ala-Juhka tee,loc,,
Ala--Kuklase tee,loc,,
Ala-Palo--Lillimõisa tee,loc,,
Ala-Palo--Mäe-Palo tee,loc,,
Ala-Suhka tee,loc,,
Ala-Suhka--Perametsa tee,loc,,
Ala-Tilga tee,loc,,
Andrese tee,loc,,
Antsumäe tee,loc,,
Haanja--Hallimäe tee,loc,,
Haanja--Palanumäe tee,loc,,
Hansioja tee,loc,,
Hendrikmäe tee,loc,,
Holdi--Kergatsi tee,loc,,
Holdi--Peetri tee,loc,,
Holdi--Pressi tee,loc,,
Horoski tee,loc,,
Hulaku tee,loc,,
Huläku tee,loc,,
Hundimaarja tee,loc,,
Hurda--Metsaveere tee,loc,,
Hälvati--Pagasi tee,loc,,
Kasari--Seira tee,loc,,
Lautna--Kelu tee,loc,,
Tuudi--Järise tee,loc,,
Petaaluse--Peanse tee,loc,,
Soovälja--Tuhu tee,loc,,
Jõelepa--Haeska tee,loc,,
Valjala--Võrsna tee,loc,,
Kalli tee,loc,,
Tõnija-Röösa tee,loc,,
Sõõru tee,loc,,
Kungla tee,loc,,
Kalmumäe tee,loc,,
Sakla harutee,loc,,
Laevnina tee,loc,,
Suureküla tee,loc,,
Kulli tee,loc,,
Undisilla--Tõnija tee,loc,,
Andruse--Jõe tee,loc,,
Tagatänava tee,loc,,
Vähivabriku tee,loc,,
Mõisakarja tee,loc,,
Sopi tee,loc,,
Kasemetsa tee,loc,,
Kasemäe tee,loc,,
Väetisekuuri tee,loc,,
Väkra-Ratla tee,loc,,
Murru tee,loc,,
Vana-Varve tee,loc,,
Tsaari raudtee,loc,,
Rahaallika tee,loc,,
Vintri tee,loc,,
Türgiküla tee,loc,,
Pigibaasi tee,loc,,
Libemäe tee,loc,,
Jahimaja tee,loc,,
Karjatänava tee,loc,,
Kanalauda tee,loc,,
Kalda tee,loc,,
Oomi tee,loc,,
Iivandi tee,loc,,
Sillavärava tee,loc,,
Mõisaaru tee,loc,,
Tammearu tee,loc,,
Laiduse tee,loc,,
Mäe tee,loc,,
Rähni tee,loc,,
Heinamaa tee,loc,,
Rootsimäe tee,loc,,
Tulgiste tee,loc,,
Öbiku--Aasa tee,loc,,
Väljaküla tee,loc,,
Piiriaia--Värava tee,loc,,
Hobusetalli--Oru tee,loc,,
Kiigemäe tänav,loc,,
Ristilaiu tee,loc,,
Luigelaiu tee,loc,,
Niidi--Mäe tee,loc,,
Roosu tee,loc,,
Rattamäe tee,loc,,
Jursi--Kalju tee,loc,,
Tammevälja tee,loc,,
Niidisilla tee,loc,,
Kalaküla tee,loc,,
Hoovi tee,loc,,
Teenindusmaja tee,loc,,
Suurfarmi tee,loc,,
Ülase tänav,loc,,
Kesk tänav,loc,,
Järve tänav,loc,,
Pääsukese tänav,loc,,
Aia tänav,loc,,
Kase tänav,loc,,
Männi tänav,loc,,
Oru tänav,loc,,
Mäe tänav,loc,,
Puiestee tänav,loc,,
Põllu tänav,loc,,
Vaarika tänav,loc,,
Võru maantee,loc,,
Sillaotsa tee,loc,,
Poolakese--Põllu tee,loc,,
Mäekaare tee,loc,,
Parve--Toome tee,loc,,
Hansu tee,loc,,
Järve tee,loc,,
Taara tee,loc,,
Videviku tee,loc,,
Laekannu--Saare tee,loc,,
Kütametsa tee,loc,,
Adraku--Käänu tee,loc,,
Haaviku--Käänu tee,loc,,
Jalaksaare tee,loc,,
Üleoja tee,loc,,
Vana-Kõrvemetsa tee,loc,,
Kangru--Toode tee,loc,,
Kangru--Raja tee,loc,,
Lissi tee,loc,,
Kõveriku--Alekere tee,loc,,
Ülissoo tee,loc,,
Kaevussaare tee,loc,,
Paadenurme tee,loc,,
Karu tee,loc,,
Peebussaare tee,loc,,
Kütivälja tee,loc,,
Lissira tee,loc,,
Kolgametsa tee,loc,,
Maetsma tee,loc,,
Sälliksaare tee,loc,,
Veepuhasti tee,loc,,
Maetsma--Kiissa tee,loc,,
Kiissa tee,loc,,
Änniksaare tee,loc,,
Jaaguvälja tee,loc,,
Änniksaare--Jaaguvälja tee,loc,,
Tammessaare tee,loc,,
Vadi--Ülejõe tee,loc,,
Muru tee,loc,,
Raudteesilla tee,loc,,
Jaama tee,loc,,
Kõrvera tee,loc,,
Savarmu tee,loc,,
Põllu tänav,loc,,
Põllu põik,loc,,
Aasa tänav,loc,,
Aasa põik,loc,,
Niidu tänav,loc,,
Sepa tänav,loc,,
Metsa tänav,loc,,
Metsa põik,loc,,
Lepa tänav,loc,,
Valgelepa tänav,loc,,
Avi tänav,loc,,
Nurme tänav,loc,,
Metsanurme tänav,loc,,
Kase tänav,loc,,
Männiku tänav,loc,,
Viinajõe tänav,loc,,
Jõe tänav,loc,,
Ülejõe tänav,loc,,
Ülejõe põik,loc,,
Estakaadi tänav,loc,,
Veetorni tänav,loc,,
Soppe tee,loc,,
Laane--Joosti tee,loc,,
Purtse--Hiiemäe tee,loc,,
Männiku tee,loc,,
Liivakõrtsi--Sope tee,loc,,
Majaka tee,loc,,
Jabara--Moldova tee,loc,,
Voorepere--Moldova tee,loc,,
Kalmeistri--Jabara tee,loc,,
Reite tee,loc,,
Aa--Kohtla tee,loc,,
Kalmeistri--Soodumäe tee,loc,,
Sassi tee,loc,,
Pärtna tee,loc,,
Sirgu tee,loc,,
Alajaama tee,loc,,
Püssi--Lohkuse tee,loc,,
Põllu tänav,loc,,
Lüganuse tee,loc,,
Pärnamäe--Amori tee,loc,,
Lüganuse--Matka tee,loc,,
Matsoni tee,loc,,
Purtse--Sillaoru tee,loc,,
Kutase tee,loc,,
Tapneri tee,loc,,
Halliku tee,loc,,
Kure tänav,loc,,
Männiku tänav,loc,,
Staadioni tänav,loc,,
Metsaääre tänav,loc,,
Toominga tänav,loc,,
Männiku põik,loc,,
Kase tänav,loc,,
Sputniku tänav,loc,,
Pärna tänav,loc,,
Aru tänav,loc,,
Spordiväljaku tänav,loc,,
Rohu tänav,loc,,
Saare tänav,loc,,
Heina tänav,loc,,
Jaama tänav,loc,,
Kase tänav,loc,,
Kaupluse tänav,loc,,
Sauna tänav,loc,,
Pargi tänav,loc,,
Lasteaia tänav,loc,,
Kooli tänav,loc,,
Staadioni tänav,loc,,
Aiandi tänav,loc,,
Aiandi põik,loc,,
Põllu tänav,loc,,
Aia tänav,loc,,
Nooruse tänav,loc,,
Tiigi tänav,loc,,
Kooli tänav,loc,,
Ingliste tee,loc,,
Vee tänav,loc,,
Jaama tänav,loc,,
Männi tänav,loc,,
Tuule tänav,loc,,
Rahvamaja tänav,loc,,
Tiigi tänav,loc,,
Pargi allee,loc,,
Keldrimäe tee,loc,,
Kokuta tee,loc,,
Põllu tänav,loc,,
Toomela tee,loc,,
Põrsaku tänav,loc,,
Männi tänav,loc,,
Linnapa tee,loc,,
Karja tänav,loc,,
Künnimäe tee,loc,,
Jussisauna tee,loc,,
Eha tänav,loc,,
Kabelimäe tee,loc,,
Lasketiiru tee,loc,,
Kuuse tänav,loc,,
Pae-Sarapiku tee,loc,,
Heki tänav,loc,,
Jaama tänav,loc,,
Kalva tänav,loc,,
Koidu tänav,loc,,
Lõuna tänav,loc,,
Metsa tänav,loc,,
Põhja tänav,loc,,
Raba tänav,loc,,
Sireli tänav,loc,,
Soo tänav,loc,,
Tehase tänav,loc,,
Vahtra tänav,loc,,
Vee tänav,loc,,
Videviku tänav,loc,,
Allika tänav,loc,,
Kolge tee,loc,,
Haapsalu maantee,loc,,
Kuuse tee,loc,,
Nurme tee,loc,,
Metsaaluse tee,loc,,
Täkumäe tee,loc,,
Haavaaluse tee,loc,,
Aino tee,loc,,
Raikniidi tee,loc,,
Sildevahe tee,loc,,
Kivimäe tee,loc,,
Sepa tee,loc,,
Kopliotsa tee,loc,,
Kaskaluse tee,loc,,
Mardisoo tee,loc,,
Järve tee,loc,,
Männiku tee,loc,,
Lubjaahju tee,loc,,
Turba tee,loc,,
Kuhja tee,loc,,
Metskonna tee,loc,,
Rüütli tee,loc,,
Kivi tee,loc,,
Villa tee,loc,,
Jõe tee,loc,,
Kuhja tee,loc,,
Tuudi--Nurme tee,loc,,
Vana-Pärnu maantee,loc,,
Valuste--Karuse tee,loc,,
Hurda--Ööbiksaare tee,loc,,
Hämkoti--Pressi tee,loc,,
Härmajärve tee,loc,,
Jaanilo tee,loc,,
Jaanimäe tee,loc,,
Jaanimäe--Kaaratautsa tee,loc,,
Juhka tee,loc,,
Jõeniidu tee,loc,,
Järvekalda tee,loc,,
Järvesaare tee,loc,,
Järvetaguse tee,loc,,
Kahrumäe tee,loc,,
Kahrusoo tee,loc,,
Kalde tee,loc,,
Kaldemäe tee,loc,,
Kallaste tee,loc,,
Kallastu tee,loc,,
Kaloga tee,loc,,
Keldre tee,loc,,
Kerekonna tee,loc,,
Kikrijärve tee,loc,,
Kirbu tee,loc,,
Kirbu--Meema tee,loc,,
Kirbu--Mäekingu tee,loc,,
Kivestmäe tee,loc,,
Kriisa tee,loc,,
Kruusa tee,loc,,
Kugoritsa--Männi tee,loc,,
Kuiandi tee,loc,,
Kuklase tee,loc,,
Kullipera--Mustikmäe tee,loc,,
Kuura tee,loc,,
Haavistu tee,loc,,
Laisi tee,loc,,
Kuura-Savioja tee,loc,,
Kõo tee,loc,,
Kõomäe--Kasemetsa tee,loc,,
Kõosaare tee,loc,,
Kääraku tee,loc,,
Kääraku--Spordibaasi tee,loc,,
Külma tee,loc,,
Metsaääre tee,loc,,
Langa tee,loc,,
Langa--Väike-Kalevi tee,loc,,
Lehelaane tee,loc,,
